order_id,customer_id,product_id,order_date,quantity,discount,total_amount,payment_method,shipping_cost,delivery_time_days,region,profit_margin,returned
O102386,C14026,P206971,2023-11-28,1,0.05,129.29,Debit Card,7.75,6,South,7.76,No
O102387,C14179,P209507,2023-12-13,1,0.0,15.39,UPI,3.09,6,North,2.3,No
O102388,C17941,P225724,2024-09-02,1,0.2,8.54,UPI,3.68,4,North,-3.0,No
O102389,C11682,P222166,2023-12-22,2,0.0,420.04,Credit Card,9.8,4,North,137.21,No
O102390,C16072,P213158,2023-09-14,1,0.0,5.95,UPI,1.42,4,South,-0.94,No
O102391,C17620,P225774,2025-06-07,1,0.0,169.06,UPI,5.65,4,North,53.52,No
O102392,C15506,P211108,2025-03-20,1,0.15,56.24,Debit Card,6.81,5,South,10.06,No
O102393,C15626,P212077,2023-11-28,1,0.0,246.98,Debit Card,9.86,4,Central,59.29,No
O102394,C17424,P204175,2024-06-02,1,0.1,265.83,Debit Card,9.16,5,South,22.74,No
O102395,C14665,P235627,2024-07-15,1,0.0,16.3,Credit Card,5.87,4,North,-0.17,No
O102396,C13963,P202962,2024-03-12,1,0.0,218.49,Debit Card,8.1,7,West,57.45,No
O102397,C10933,P213616,2024-10-22,4,0.3,24.28,Debit Card,4.69,4,West,3.81,No
O102398,C13598,P232253,2025-07-09,5,0.05,147.87,Wallet,3.64,5,East,62.9,No
O102399,C13233,P217751,2025-04-28,2,0.0,184.68,Credit Card,7.94,4,South,56.7,No
O102400,C11980,P245625,2025-03-20,1,0.0,244.89,COD,9.62,3,Central,58.95,No
O102401,C17330,P205210,2025-01-14,1,0.0,150.24,Wallet,9.39,3,North,32.68,No
O102402,C11855,P232390,2024-09-05,1,0.15,40.84,Debit Card,5.16,5,East,6.28,No
O102403,C13056,P235677,2024-10-26,3,0.05,120.56,COD,7.55,6,West,34.65,No
O102404,C10792,P243176,2024-05-28,1,0.05,133.7,UPI,6.78,4,North,30.66,No
O102405,C10791,P236173,2025-04-30,3,0.0,680.34,COD,10.47,5,West,193.63,No
O102406,C17691,P215993,2024-03-14,1,0.05,3.13,COD,3.83,5,North,-3.58,No
O102407,C11809,P226859,2025-02-12,1,0.0,14.3,Debit Card,3.46,4,North,2.26,No
O102408,C15390,P220878,2025-06-30,1,0.05,172.6,PayPal,6.8,5,East,13.91,No
O102409,C16635,P214923,2024-07-10,1,0.05,30.82,UPI,6.6,5,West,4.19,No
O102410,C12255,P233588,2023-10-21,2,0.05,219.85,PayPal,7.24,4,Central,19.14,No
O102411,C13610,P227100,2025-05-08,1,0.0,129.68,UPI,5.84,4,North,9.72,No
O102412,C11607,P224086,2024-03-25,1,0.0,77.23,UPI,7.05,3,Central,19.98,No
O102413,C15179,P240023,2024-04-30,1,0.2,29.6,Credit Card,5.86,6,North,4.5,No
O102414,C16573,P247709,2024-01-03,1,0.0,40.49,Credit Card,6.33,6,Central,7.84,No
O102415,C10984,P232571,2024-12-30,1,0.0,116.99,UPI,8.7,4,South,32.25,No
O102416,C15776,P211017,2025-03-14,2,0.15,31.43,UPI,5.21,4,North,5.79,No
O102417,C13676,P237221,2025-08-21,1,0.05,170.81,UPI,7.55,3,Central,12.95,No
O102418,C13380,P219513,2024-10-30,1,0.0,23.15,Credit Card,3.66,4,South,4.44,No
O102419,C10519,P244974,2024-01-31,1,0.0,115.86,Debit Card,7.74,5,North,27.02,No
O102420,C10590,P246478,2023-12-10,1,0.1,41.08,UPI,4.77,8,East,9.61,No
O102421,C11050,P214860,2025-02-12,1,0.3,180.1,UPI,8.52,6,South,13.09,No
O102422,C15805,P208086,2025-02-05,1,0.05,387.92,Debit Card,9.3,4,North,37.25,No
O102423,C13633,P248544,2024-09-01,1,0.0,97.1,Credit Card,6.2,5,Central,20.99,No
O102424,C16131,P218050,2024-05-11,1,0.1,31.76,Credit Card,3.14,3,Central,9.56,Yes
O102425,C16342,P240157,2025-01-17,2,0.1,398.9,PayPal,8.47,4,North,39.4,No
O102426,C16530,P219784,2025-03-29,1,0.15,48.63,Credit Card,7.06,3,Central,14.82,Yes
O102427,C14444,P211774,2024-09-04,2,0.0,45.06,Credit Card,5.67,5,East,7.85,No
O102428,C10959,P234968,2024-09-27,2,0.0,10.84,UPI,4.5,4,North,0.38,No
O102429,C16059,P212142,2025-05-04,2,0.0,45.94,UPI,6.55,5,South,11.83,No
O102430,C10692,P223007,2024-03-31,1,0.0,11.71,COD,4.57,4,South,0.11,No
O102431,C15655,P225158,2024-08-13,1,0.0,247.69,Debit Card,8.38,6,East,21.34,No
O102432,C13899,P206051,2025-03-20,3,0.0,500.37,COD,9.96,4,South,130.14,No
O102433,C14473,P231576,2025-05-17,1,0.1,30.38,Debit Card,4.07,4,North,5.04,No
O102434,C12946,P204115,2024-11-22,1,0.15,1.35,Debit Card,1.78,5,West,-1.67,No
O102435,C17059,P219024,2025-07-08,1,0.2,10.69,COD,5.43,8,East,-1.15,No
O102436,C17725,P206371,2025-01-07,2,0.0,1563.26,Debit Card,8.78,3,Central,178.81,No
O102437,C10526,P228690,2025-02-04,5,0.05,163.68,Credit Card,7.53,7,South,49.76,Yes
O102438,C13224,P239355,2024-03-21,1,0.0,18.69,Credit Card,2.97,6,West,4.51,No
O102439,C16877,P232420,2024-02-27,3,0.05,116.19,COD,8.82,3,North,23.71,No
O102440,C12253,P243375,2023-09-18,1,0.0,18.28,PayPal,4.19,6,South,4.04,No
O102441,C16598,P248002,2025-01-19,1,0.0,19.05,COD,5.24,6,East,3.33,No
O102442,C13344,P246698,2024-11-07,1,0.0,137.12,Wallet,8.57,5,West,7.88,No
O102443,C13965,P209080,2025-06-05,3,0.0,16.56,Debit Card,4.32,7,West,2.3,No
O102444,C15355,P201883,2024-03-30,1,0.0,10.48,COD,1.74,4,North,2.45,No
O102445,C11875,P204821,2025-02-10,2,0.0,30.44,Credit Card,4.67,5,East,3.85,No
O102446,C11763,P236590,2024-06-18,1,0.0,7.46,Credit Card,4.61,3,North,-1.25,No
O102447,C10520,P208338,2024-10-29,1,0.1,125.32,Credit Card,7.0,4,Central,30.6,No
O102448,C15797,P222007,2024-01-22,4,0.15,192.07,Credit Card,8.24,4,West,58.98,No
O102449,C11016,P202477,2025-03-02,3,0.15,438.37,Debit Card,6.94,5,Central,45.66,No
O102450,C17099,P213135,2024-05-18,1,0.05,294.84,Credit Card,7.57,4,West,27.81,No
O102451,C17998,P242423,2024-03-01,1,0.0,24.28,PayPal,5.08,5,West,-3.14,No
O102452,C16869,P210437,2025-07-08,2,0.05,180.2,Credit Card,8.79,6,North,54.28,No
O102453,C15109,P248100,2025-02-22,1,0.0,395.28,COD,9.6,4,South,37.83,Yes
O102454,C16644,P209502,2024-12-31,1,0.0,27.44,Credit Card,5.63,5,West,2.05,No
O102455,C10116,P229236,2024-11-19,5,0.15,458.11,UPI,8.62,5,West,46.35,No
O102456,C12433,P200368,2025-05-15,1,0.0,162.08,Credit Card,9.09,7,West,10.36,No
O102457,C15463,P225839,2023-11-24,1,0.2,125.01,COD,6.81,3,Central,28.19,No
O102458,C10583,P246366,2025-01-04,1,0.0,49.29,Credit Card,6.0,3,Central,7.8,No
O102459,C10394,P235515,2024-01-11,1,0.0,18.3,COD,5.8,6,East,2.44,No
O102460,C15183,P207562,2025-04-07,1,0.0,181.69,UPI,7.07,4,Central,47.44,No
O102461,C13788,P207139,2024-11-10,1,0.15,194.35,Credit Card,6.97,5,West,51.33,No
O102462,C12768,P227141,2023-10-08,3,0.0,750.3,Credit Card,10.62,4,North,199.46,No
O102463,C14167,P242778,2024-02-25,1,0.0,22.17,Debit Card,4.93,3,Central,1.72,No
O102464,C13860,P206704,2025-07-15,1,0.05,117.61,COD,7.62,5,North,33.54,No
O102465,C10273,P201887,2024-10-20,2,0.05,307.31,Credit Card,7.94,4,West,78.11,No
O102466,C12013,P211975,2025-03-28,1,0.0,136.98,PayPal,7.26,6,South,31.09,No
O102467,C15439,P249211,2024-02-21,1,0.0,18.98,Debit Card,5.07,6,South,1.57,No
O102468,C14433,P200544,2025-04-13,3,0.0,403.56,Credit Card,7.85,5,West,133.4,No
O102469,C11389,P219448,2025-02-23,1,0.05,52.91,Wallet,7.37,7,East,-1.02,No
O102470,C13566,P222830,2025-03-26,1,0.0,21.29,Credit Card,5.21,7,East,0.75,No
O102471,C14702,P246323,2024-02-02,1,0.15,6.03,Credit Card,2.83,5,West,-0.12,No
O102472,C10165,P223926,2024-04-15,3,0.05,180.23,Credit Card,8.77,6,East,54.31,No
O102473,C11567,P231002,2024-02-10,1,0.0,13.84,COD,5.52,7,East,-4.41,No
O102474,C16154,P247581,2024-10-26,1,0.0,73.92,PayPal,5.46,3,Central,27.8,No
O102475,C15420,P213333,2024-05-21,2,0.0,13.3,UPI,2.95,5,Central,-1.89,No
O102476,C10728,P216942,2025-06-28,1,0.0,13.46,PayPal,5.12,5,West,0.94,No
O102477,C16944,P214684,2024-02-11,1,0.15,50.52,Credit Card,4.89,3,Central,12.79,No
O102478,C12043,P226088,2025-02-23,1,0.05,3.34,COD,1.69,3,North,-1.42,No
O102479,C14197,P222447,2024-05-26,2,0.05,17.5,Credit Card,4.67,5,South,-3.27,No
O102480,C13496,P208861,2025-05-23,1,0.05,11.45,Credit Card,3.62,4,North,-0.41,No
O102481,C15511,P224833,2025-04-03,1,0.0,49.08,Credit Card,6.71,5,West,10.47,No
O102482,C10778,P217454,2024-04-16,2,0.0,160.68,Credit Card,7.23,8,West,49.01,No
O102483,C10213,P201050,2024-03-04,3,0.0,19.44,Wallet,3.91,3,North,3.87,No
O102484,C13762,P220422,2025-04-08,3,0.1,457.03,Credit Card,7.56,3,Central,47.28,No
O102485,C15207,P221530,2025-06-10,2,0.0,12.92,Debit Card,3.55,5,North,2.26,No
O102486,C11576,P247060,2023-10-24,1,0.0,104.03,Credit Card,6.8,6,East,24.41,No
O102487,C12448,P215756,2024-03-22,1,0.05,43.53,Debit Card,4.26,4,South,10.98,No
O102488,C16731,P204022,2024-05-15,4,0.0,728.72,Debit Card,8.48,7,West,210.14,No
O102489,C12936,P241104,2024-04-03,2,0.1,640.69,Credit Card,10.07,5,East,182.14,No
O102490,C13117,P202634,2024-12-03,1,0.0,207.23,Debit Card,6.16,5,South,66.37,No
O102491,C15791,P227145,2025-07-29,1,0.15,21.19,PayPal,5.48,4,West,0.45,No
O102492,C17630,P207288,2024-07-05,1,0.0,17.84,PayPal,3.1,4,West,4.04,No
O102493,C10591,P208992,2024-01-16,2,0.05,78.28,Credit Card,5.3,4,West,29.93,No
O102494,C15429,P234253,2023-12-28,1,0.0,29.36,Credit Card,4.88,5,South,8.33,No
O102495,C15205,P227005,2024-09-15,2,0.0,618.52,Debit Card,10.48,3,Central,162.71,No
O102496,C16235,P249824,2024-08-24,1,0.2,191.55,UPI,7.78,8,East,15.21,No
O102497,C17827,P212166,2025-07-13,1,0.0,8.33,UPI,2.67,4,West,-2.0,No
O102498,C12720,P228065,2025-08-22,1,0.0,3.65,Credit Card,2.09,6,West,-0.45,No
O102499,C10713,P217798,2024-02-05,1,0.05,5.49,Credit Card,3.56,4,West,-1.64,No
O102500,C10935,P229301,2025-05-27,1,0.2,100.81,Wallet,6.08,7,South,24.16,No
O102501,C16047,P203894,2024-05-31,1,0.05,17.69,Credit Card,4.7,6,South,3.26,No
O102502,C14337,P203846,2023-10-14,1,0.0,58.07,Debit Card,6.67,4,West,13.65,No
O102503,C16139,P214481,2025-07-08,5,0.0,36.75,UPI,6.75,4,Central,7.95,No
O102504,C10001,P242154,2025-03-02,3,0.15,1775.44,UPI,11.85,3,North,201.2,No
O102505,C16368,P230221,2024-07-19,2,0.1,108.23,COD,6.1,5,South,42.6,No
O102506,C12848,P247764,2025-06-01,1,0.0,152.94,COD,5.18,3,North,37.64,No
O102507,C15864,P208048,2024-11-06,1,0.05,19.95,Credit Card,4.66,4,West,2.32,No
O102508,C14044,P227386,2025-01-10,4,0.0,27.16,Credit Card,5.09,4,West,5.77,No
O102509,C11949,P233336,2024-03-25,1,0.0,106.58,Debit Card,7.35,5,North,24.62,No
O102510,C16732,P239258,2024-12-04,1,0.2,230.35,PayPal,8.49,5,West,60.61,No
O102511,C16259,P223853,2025-03-25,2,0.05,234.9,COD,8.4,6,East,57.37,No
O102512,C17833,P234713,2024-03-12,1,0.0,25.07,Debit Card,6.0,3,North,-3.99,No
O102513,C10917,P216791,2024-10-18,3,0.0,137.91,Credit Card,5.7,6,West,42.57,No
O102514,C13174,P204228,2025-02-02,1,0.05,28.98,Credit Card,4.51,4,Central,8.53,No
O102515,C12241,P211945,2025-03-08,1,0.15,10.23,PayPal,3.42,4,South,-2.6,No
O102516,C17333,P241573,2025-06-06,1,0.0,328.37,Debit Card,8.02,3,North,31.38,Yes
O102517,C17014,P239899,2024-11-24,1,0.0,486.86,PayPal,10.1,3,Central,48.32,No
O102518,C10089,P224681,2025-01-15,1,0.0,7.64,Wallet,2.96,5,South,-2.35,No
O102519,C11709,P234986,2025-09-05,1,0.0,31.85,Debit Card,4.69,5,West,-2.14,No
O102520,C12169,P214975,2024-11-27,2,0.0,82.32,Debit Card,6.25,4,South,26.68,No
O102521,C14238,P248377,2025-05-21,1,0.0,180.13,UPI,7.33,5,East,43.11,No
O102522,C13041,P207711,2024-02-06,1,0.0,189.11,Credit Card,6.82,7,West,46.13,No
O102523,C10105,P244759,2023-12-31,1,0.0,31.21,UPI,5.51,5,South,5.41,Yes
O102524,C10886,P212105,2024-08-09,1,0.0,245.28,Credit Card,8.97,4,South,59.71,No
O102525,C10427,P249645,2025-03-18,1,0.0,365.14,Debit Card,7.76,4,North,94.48,No
O102526,C15424,P230146,2023-12-27,1,0.0,565.28,Debit Card,9.99,7,East,57.84,No
O102527,C11895,P215238,2024-12-01,2,0.0,57.58,Debit Card,5.35,4,Central,10.77,No
O102528,C16090,P203868,2025-07-26,1,0.0,213.38,COD,9.33,5,South,50.42,No
O102529,C10316,P244294,2025-07-21,1,0.0,71.43,Debit Card,6.46,4,Central,14.97,No
O102530,C16082,P210060,2025-01-12,1,0.1,120.19,Credit Card,8.22,3,North,25.43,No
O102531,C10634,P205433,2023-09-22,1,0.05,90.24,PayPal,6.76,5,South,29.34,No
O102532,C11925,P222612,2025-08-11,1,0.1,61.77,COD,5.86,3,Central,11.44,No
O102533,C12056,P217822,2024-06-06,2,0.0,132.84,Credit Card,6.24,4,West,30.96,No
O102534,C16917,P234120,2025-08-29,1,0.15,8.91,Debit Card,1.81,5,North,2.2,No
O102535,C13144,P241004,2024-01-13,1,0.1,10.51,PayPal,2.95,5,South,0.73,No
O102536,C17526,P221294,2025-03-19,1,0.05,32.53,UPI,5.38,5,North,3.73,Yes
O102537,C12270,P218764,2024-08-30,2,0.05,153.92,Credit Card,8.23,4,West,37.95,No
O102538,C11439,P204560,2024-11-09,1,0.0,326.75,Wallet,10.77,4,North,80.72,No
O102539,C10552,P216583,2024-12-24,1,0.1,20.57,Credit Card,6.04,4,West,-4.39,No
O102540,C17537,P215560,2024-05-15,1,0.05,7.54,PayPal,1.46,3,North,1.93,No
O102541,C10715,P204424,2023-12-28,2,0.0,636.14,Credit Card,8.77,4,North,67.57,No
O102542,C15383,P240615,2025-01-22,1,0.0,257.12,Credit Card,8.59,5,East,63.4,No
O102543,C13911,P226863,2024-04-18,3,0.15,43.99,Debit Card,4.2,4,West,13.4,Yes
O102544,C11713,P246963,2024-09-14,1,0.0,248.36,Debit Card,8.12,5,South,66.39,No
O102545,C15979,P229469,2025-02-20,2,0.0,64.8,Credit Card,5.71,3,North,-0.53,No
O102546,C13389,P237565,2025-03-18,1,0.1,46.89,Debit Card,5.59,4,North,8.48,No
O102547,C11107,P223184,2024-07-13,2,0.0,1446.1,COD,10.97,5,South,162.56,No
O102548,C15437,P223910,2023-10-20,4,0.0,1343.68,COD,11.33,5,West,149.91,No
O102549,C14206,P247077,2025-04-25,1,0.0,74.27,COD,5.4,7,West,16.88,No
O102550,C10250,P222404,2024-04-05,1,0.0,78.18,PayPal,5.32,5,North,22.04,No
O102551,C12430,P235175,2024-10-29,1,0.3,28.83,Credit Card,4.89,4,South,8.08,No
O102552,C12054,P203791,2024-05-18,1,0.05,22.92,Debit Card,3.69,4,North,5.48,No
O102553,C10458,P232208,2024-11-07,1,0.0,43.8,Debit Card,4.97,3,North,14.74,No
O102554,C15203,P239276,2025-06-03,1,0.0,408.24,Credit Card,7.28,5,East,107.03,No
O102555,C10207,P247175,2025-06-13,1,0.05,202.34,Debit Card,7.95,5,East,52.75,No
O102556,C10899,P209629,2024-02-09,3,0.0,225.24,Credit Card,4.66,4,North,22.37,No
O102557,C13461,P232894,2025-07-22,1,0.0,196.57,Credit Card,7.74,6,North,51.23,No
O102558,C13385,P221990,2024-02-12,1,0.0,159.57,COD,7.18,6,South,40.69,No
O102559,C10021,P242580,2025-02-18,3,0.0,1062.45,Credit Card,9.66,5,South,287.83,No
O102560,C10409,P207694,2024-07-11,1,0.15,60.48,Debit Card,5.88,5,South,15.29,No
O102561,C10894,P236087,2025-03-11,1,0.2,34.68,Credit Card,5.09,5,South,8.78,No
O102562,C10514,P208673,2025-08-11,1,0.0,11.35,PayPal,4.71,7,South,-1.53,No
O102563,C17294,P238199,2025-06-09,5,0.2,5150.28,Credit Card,12.18,3,Central,605.85,Yes
O102564,C14904,P232187,2024-09-25,1,0.05,3.6,Credit Card,3.12,5,West,-2.83,No
O102565,C17867,P204378,2025-03-22,1,0.0,41.27,Credit Card,5.89,5,North,10.62,No
O102566,C14969,P223553,2023-10-30,1,0.0,68.02,Credit Card,6.7,4,Central,23.91,No
O102567,C14109,P243780,2025-01-26,1,0.0,10.29,Credit Card,2.88,5,East,0.0,No
O102568,C15066,P239258,2024-09-17,2,0.0,66.5,Debit Card,4.22,3,Central,1.1,Yes
O102569,C17121,P222524,2023-11-27,2,0.0,73.52,Wallet,9.54,5,South,19.87,No
O102570,C17157,P243331,2025-03-20,1,0.15,55.79,Debit Card,7.11,6,East,18.0,No
O102571,C17179,P216622,2025-05-29,1,0.2,23.31,Debit Card,3.08,7,East,3.91,No
O102572,C12134,P201420,2025-02-03,3,0.0,236.64,Credit Card,7.31,5,South,75.51,No
O102573,C13595,P247440,2024-12-29,1,0.0,37.86,UPI,5.52,5,East,7.73,No
O102574,C12956,P200340,2024-03-10,2,0.0,39.3,Wallet,6.56,3,North,7.19,Yes
O102575,C11560,P244310,2023-12-06,1,0.0,74.39,Credit Card,7.65,7,East,18.39,No
O102576,C15420,P240288,2025-03-17,1,0.05,69.39,Credit Card,5.98,4,South,14.84,No
O102577,C11266,P243953,2024-03-13,1,0.0,797.97,Wallet,11.06,5,South,84.7,No
O102578,C12169,P204987,2023-12-05,1,0.05,25.07,COD,4.5,4,North,5.53,No
O102579,C17314,P226062,2024-10-12,2,0.0,13.34,Debit Card,4.87,6,South,1.13,No
O102580,C13638,P245517,2024-01-05,1,0.05,45.61,Debit Card,6.51,5,East,6.26,No
O102581,C10749,P232456,2024-07-20,2,0.05,38.21,COD,6.41,3,Central,6.96,No
O102582,C13427,P238180,2024-11-26,1,0.0,65.52,Debit Card,4.21,5,South,14.14,No
O102583,C14780,P225308,2023-11-01,1,0.0,58.98,PayPal,6.17,3,North,14.47,No
O102584,C11927,P219862,2024-11-05,1,0.0,305.92,Credit Card,8.93,5,West,76.73,No
O102585,C13804,P207670,2024-07-01,3,0.0,295.71,Credit Card,9.42,5,South,79.29,No
O102586,C13702,P224246,2024-04-02,1,0.1,33.43,Debit Card,4.45,4,North,10.59,No
O102587,C12356,P213766,2025-01-14,1,0.0,47.45,Credit Card,5.68,4,West,8.56,Yes
O102588,C14790,P229681,2025-03-25,1,0.0,82.68,COD,7.16,4,South,17.64,No
O102589,C12335,P208323,2024-03-08,2,0.1,28.42,Credit Card,5.14,5,East,6.23,No
O102590,C10306,P201857,2023-12-10,1,0.15,54.71,Credit Card,8.03,3,North,11.12,No
O102591,C17979,P247223,2024-10-08,4,0.05,40.32,PayPal,5.29,5,West,-2.06,No
O102592,C13665,P230587,2025-09-07,2,0.0,127.14,Debit Card,5.37,7,East,30.23,No
O102593,C11989,P225818,2023-12-31,3,0.0,112.47,Credit Card,8.12,6,Central,25.62,No
O102594,C17057,P225247,2024-11-05,1,0.3,27.24,Debit Card,4.62,5,South,3.55,No
O102595,C17890,P233272,2025-01-26,1,0.0,99.95,Credit Card,8.8,3,North,36.18,No
O102596,C10661,P240235,2024-10-29,1,0.0,6.82,Debit Card,1.84,4,South,-1.29,No
O102597,C14644,P218540,2025-04-04,1,0.0,85.78,UPI,5.55,4,West,24.47,No
O102598,C17519,P225837,2025-06-26,1,0.05,18.76,Credit Card,2.74,5,East,2.51,No
O102599,C10311,P208484,2025-06-23,1,0.0,80.53,Debit Card,5.82,7,West,3.84,No
O102600,C12920,P230682,2024-09-07,1,0.15,52.68,Credit Card,6.51,4,South,11.93,No
O102601,C11082,P231707,2025-04-19,1,0.15,59.57,Debit Card,6.54,6,West,11.33,No
O102602,C17810,P244610,2024-01-13,1,0.0,740.42,Credit Card,9.85,6,East,79.0,No
O102603,C12971,P204923,2024-10-26,2,0.1,48.78,Debit Card,4.04,7,East,-0.14,No
O102604,C15833,P242019,2025-06-06,1,0.0,37.52,Credit Card,3.78,5,North,13.1,No
O102605,C10754,P215920,2023-11-12,2,0.0,464.8,COD,10.61,7,West,119.53,No
O102606,C14130,P243263,2024-01-13,1,0.0,105.5,UPI,7.42,6,North,29.5,No
O102607,C14540,P221938,2024-08-26,4,0.2,1751.74,Credit Card,12.98,6,East,197.23,No
O102608,C16236,P213319,2025-08-04,1,0.0,10.85,UPI,3.5,4,North,-2.63,No
O102609,C16078,P242161,2025-04-08,1,0.0,40.24,Credit Card,6.25,5,West,5.82,No
O102610,C15326,P206900,2024-09-23,1,0.0,81.12,Credit Card,4.46,5,East,23.93,No
O102611,C10352,P202160,2025-08-21,1,0.0,174.25,Wallet,6.54,4,West,14.37,No
O102612,C10902,P216236,2024-09-01,1,0.2,15.05,PayPal,4.78,4,West,0.49,No
O102613,C15451,P206221,2025-04-12,1,0.2,11.41,Debit Card,1.64,5,North,2.35,No
O102614,C13888,P225294,2024-09-08,2,0.05,40.66,Credit Card,6.11,6,East,10.15,No
O102615,C17005,P210038,2024-09-27,3,0.0,111.93,COD,6.55,6,Central,27.03,No
O102616,C15844,P219651,2024-02-14,1,0.0,71.85,Debit Card,6.3,6,East,13.82,No
O102617,C10158,P223360,2024-04-30,3,0.0,51.78,Wallet,7.52,6,West,-3.38,No
O102618,C11977,P208255,2023-11-10,1,0.3,57.85,Debit Card,5.5,5,West,14.75,Yes
O102619,C10956,P202699,2023-11-14,1,0.0,59.77,Credit Card,7.88,4,South,8.86,No
O102620,C12071,P243893,2025-05-08,1,0.0,191.94,Credit Card,7.73,5,East,49.85,No
O102621,C10403,P221928,2025-01-22,2,0.0,138.8,Debit Card,6.76,6,North,9.9,No
O102622,C16948,P248169,2024-01-14,1,0.1,513.76,Debit Card,9.22,4,North,134.63,No
O102623,C14611,P200372,2024-11-17,1,0.05,15.4,COD,3.26,7,East,3.67,No
O102624,C12779,P247312,2024-02-13,1,0.2,49.38,COD,7.21,6,South,6.62,No
O102625,C11387,P218898,2025-07-22,1,0.0,348.75,COD,7.31,3,Central,90.34,No
O102626,C13453,P223855,2024-11-17,5,0.0,32.4,Credit Card,6.95,5,South,7.63,No
O102627,C16675,P234758,2025-05-17,1,0.05,64.89,Credit Card,5.87,6,East,12.3,No
O102628,C10955,P209607,2024-03-02,3,0.0,583.47,Credit Card,10.01,6,East,60.01,No
O102629,C16295,P239558,2025-03-13,1,0.0,229.49,Credit Card,9.27,4,North,18.27,No
O102630,C17729,P208553,2024-08-21,1,0.1,44.29,Credit Card,5.21,5,West,14.72,No
O102631,C11712,P205383,2023-12-26,2,0.0,1330.46,Wallet,10.75,5,Central,148.91,No
O102632,C17090,P248343,2024-02-25,3,0.0,38.37,COD,6.06,7,East,-2.99,No
O102633,C14703,P200715,2024-12-29,1,0.0,96.37,Credit Card,8.3,4,North,30.25,No
O102634,C17784,P209837,2024-10-20,2,0.2,154.24,Credit Card,9.26,4,Central,44.72,No
O102635,C16563,P213950,2023-12-09,1,0.0,24.47,Debit Card,4.13,5,South,5.66,No
O102636,C11273,P207992,2024-05-05,1,0.0,8.45,Wallet,3.37,3,Central,0.43,No
O102637,C17284,P226817,2024-01-30,1,0.0,309.32,COD,8.46,4,Central,28.66,Yes
O102638,C17009,P249803,2025-02-25,2,0.05,16.91,PayPal,3.69,4,West,3.92,No
O102639,C15631,P233818,2025-03-01,4,0.15,154.05,Debit Card,7.53,3,Central,38.68,No
O102640,C13811,P213357,2024-06-24,2,0.05,810.03,UPI,11.18,4,North,86.02,Yes
O102641,C12625,P204742,2025-08-23,1,0.0,15.02,Credit Card,5.17,5,Central,0.09,Yes
O102642,C12382,P213369,2024-12-12,1,0.0,80.95,UPI,5.24,4,South,4.47,No
O102643,C11441,P205044,2025-04-19,1,0.0,42.28,Debit Card,6.16,6,West,8.64,No
O102644,C12979,P210288,2024-03-16,1,0.1,4.54,Credit Card,1.11,7,East,0.48,No
O102645,C11797,P225378,2024-01-26,2,0.0,52.0,PayPal,5.69,5,West,17.71,No
O102646,C14390,P207261,2024-11-18,1,0.0,118.87,Debit Card,7.14,4,South,34.46,No
O102647,C14009,P243614,2025-04-13,1,0.0,118.58,Credit Card,7.19,4,South,7.04,No
O102648,C14850,P218064,2025-06-30,3,0.0,86.16,Credit Card,6.97,3,North,23.19,No
O102649,C11394,P209799,2024-11-05,1,0.0,50.8,Credit Card,6.77,5,East,13.55,No
O102650,C14281,P203522,2025-09-06,1,0.1,153.21,COD,6.58,5,South,36.32,No
O102651,C11269,P213690,2025-04-08,1,0.05,27.68,PayPal,3.27,5,East,4.48,No
O102652,C14732,P202057,2024-01-24,5,0.0,366.85,PayPal,8.06,4,South,94.66,No
O102653,C15387,P235489,2025-05-14,4,0.05,565.1,Credit Card,12.35,3,Central,157.18,No
O102654,C13714,P237589,2024-07-18,1,0.05,146.21,UPI,5.79,4,West,35.15,No
O102655,C17404,P235331,2024-03-03,1,0.05,99.74,Debit Card,7.08,9,East,4.89,No
O102656,C10529,P214559,2024-02-14,2,0.1,14.71,Credit Card,5.1,5,East,0.05,No
O102657,C13623,P213692,2024-07-09,1,0.0,61.28,COD,6.65,4,Central,14.8,No
O102658,C16164,P248429,2024-05-21,1,0.1,120.29,COD,6.45,3,North,27.23,No
O102659,C12958,P200202,2024-10-31,2,0.0,139.76,Debit Card,9.33,4,West,7.44,No
O102660,C17904,P233709,2025-07-06,1,0.0,186.0,PayPal,9.09,3,North,56.01,No
O102661,C12914,P216972,2025-05-16,1,0.0,10.13,Debit Card,4.6,5,Central,-0.04,No
O102662,C14889,P241530,2024-09-09,1,0.1,26.08,COD,5.53,4,Central,3.6,No
O102663,C13591,P209537,2023-12-04,1,0.15,24.85,Credit Card,5.77,6,East,1.69,No
O102664,C12147,P201642,2024-08-02,1,0.0,242.17,Credit Card,9.51,3,North,58.3,No
O102665,C16895,P201365,2023-12-07,1,0.0,44.26,Debit Card,3.78,3,North,-0.24,No
O102666,C14573,P240324,2024-04-10,1,0.0,4.16,Credit Card,0.25,5,Central,0.08,No
O102667,C15718,P200008,2024-10-04,4,0.0,34.2,UPI,5.7,5,Central,7.98,No
O102668,C13369,P249683,2025-02-24,1,0.05,16.28,Credit Card,5.4,3,North,-4.1,No
O102669,C10939,P228820,2025-06-16,1,0.0,41.9,Credit Card,3.61,5,East,11.06,No
O102670,C10525,P233803,2023-10-03,3,0.05,59.62,Credit Card,6.05,6,West,11.84,No
O102671,C16477,P245531,2025-05-16,1,0.1,121.31,COD,6.61,4,West,35.85,No
