product_id,category,price,profit_margin
P218378,Fashion,24.08,4.48
P248836,Electronics,357.21,25.56
P226802,Electronics,567.38,58.31
P235265,Beauty,16.29,16.37
P223620,Home,17.75,13.34
P226407,Beauty,45.34,12.13
P216414,Sports,19.31,15.55
P212554,Electronics,311.42,26.5
P214931,Toys,7.63,7.58
P210680,Home,83.34,12.56
P201730,Toys,22.07,19.17
P222169,Fashion,14.86,2.9
P226927,Beauty,12.77,1.98
P248731,Toys,3.14,0.37
P212516,Toys,12.31,3.44
P217560,Home,272.9,144.1
P238742,Grocery,11.35,-3.05
P235598,Sports,69.42,15.72
P243508,Fashion,14.52,3.77
P225753,Fashion,14.24,2.53
P249596,Sports,22.96,1.48
P233566,Sports,113.72,128.86
P241840,Toys,76.74,24.87
P238291,Toys,17.99,2.26
P212754,Toys,9.13,0.39
P246422,Beauty,37.86,10.51
P222209,Electronics,377.15,80.44
P240571,Electronics,351.3,32.31
P239476,Fashion,21.52,2.75
P243654,Fashion,92.33,52.09
P221787,Grocery,3.37,-1.93
P200899,Fashion,93.39,20.31
P247499,Fashion,38.43,6.95
P228050,Home,134.6,29.37
P233095,Electronics,277.11,96.4
P232070,Beauty,4.08,-1.22
P232954,Sports,59.28,28.34
P207728,Grocery,4.51,-1.78
P221777,Electronics,323.17,25.52
P221759,Beauty,26.83,7.79
P211670,Electronics,282.04,21.39
P229228,Toys,8.12,-1.54
P205699,Fashion,116.58,32.08
P241024,Sports,314.05,150.47
P240241,Toys,27.04,16.25
P224535,Home,126.35,22.1
P218760,Electronics,143.13,6.35
P214470,Beauty,11.92,11.28
P225194,Grocery,25.4,-2.55
P223641,Fashion,37.71,6.98
P212390,Sports,32.1,14.54
P229022,Beauty,12.56,2.8
P225875,Beauty,3.48,-0.26
P245440,Electronics,222.2,17.01
P246811,Beauty,51.38,16.6
P223385,Grocery,4.74,-1.3
P214400,Fashion,46.66,38.28
P239142,Sports,40.84,6.42
P216452,Toys,36.32,9.33
P246448,Electronics,1264.68,141.62
P213105,Toys,13.97,1.46
P225804,Grocery,4.74,-0.23
P200903,Electronics,230.97,44.53
P243457,Beauty,9.65,9.58
P243686,Electronics,221.88,13.0
P227553,Fashion,60.62,13.5
P200959,Fashion,245.88,334.65
P242032,Fashion,24.29,3.6
P248695,Electronics,518.81,46.54
P211556,Fashion,5.38,-1.02
P207245,Beauty,5.11,-0.27
P211626,Sports,231.25,63.26
P243866,Grocery,29.48,-2.71
P207238,Fashion,104.98,27.45
P218162,Fashion,81.96,21.52
P204747,Fashion,184.48,58.18
P245884,Fashion,10.08,-0.21
P213175,Electronics,83.32,1.45
P237495,Fashion,125.44,71.99
P208268,Fashion,83.19,23.22
P248180,Sports,20.73,8.13
P206899,Electronics,796.55,79.09
P224667,Home,358.42,291.12
P217112,Fashion,40.33,6.39
P240927,Electronics,109.85,7.56
P246743,Grocery,3.38,-0.72
P248350,Electronics,183.44,12.28
P211351,Electronics,68.99,2.73
P200743,Grocery,4.16,-1.76
P221646,Toys,31.37,6.77
P223229,Beauty,29.03,8.25
P244834,Toys,34.39,5.12
P247138,Electronics,414.85,35.09
P240412,Beauty,18.21,4.48
P226736,Toys,10.43,9.41
P247325,Beauty,8.98,-0.1
P244933,Sports,29.68,1.59
P237893,Grocery,1.12,-2.19
P225519,Fashion,68.51,35.53
P231558,Beauty,32.82,36.43
P200377,Fashion,30.92,14.68
P204022,Sports,182.18,210.14
P221919,Fashion,55.37,13.16
P200533,Beauty,6.21,0.43
P246283,Sports,201.44,44.43
P217634,Toys,52.95,15.65
P229565,Sports,224.05,50.67
P228854,Grocery,7.39,-1.43
P242942,Fashion,142.9,140.1
P218606,Beauty,119.72,100.32
P202155,Home,156.24,73.57
P231950,Toys,20.72,4.19
P201610,Home,45.64,7.11
P241253,Sports,116.79,95.52
P234574,Electronics,519.7,44.25
P227066,Grocery,12.04,-2.28
P241968,Beauty,42.03,11.74
P234232,Sports,30.89,1.05
P221971,Sports,57.45,43.06
P242891,Home,262.89,64.59
P210414,Grocery,4.72,-2.42
P236104,Electronics,428.42,38.32
P226974,Sports,36.87,4.73
P207178,Beauty,11.39,-0.48
P202458,Toys,3.74,-1.56
P200028,Beauty,68.43,24.23
P246861,Grocery,4.18,-1.79
P200487,Sports,146.09,28.94
P249567,Fashion,8.9,6.51
P243255,Home,98.7,21.1
P228838,Beauty,9.65,7.0
P204534,Fashion,76.56,47.58
P237338,Sports,178.36,46.56
P203485,Toys,8.87,0.39
P205807,Home,228.59,100.27
P213236,Home,33.1,32.05
P227428,Grocery,18.51,-3.1
P217257,Fashion,37.52,7.83
P246523,Home,49.71,34.32
P235136,Toys,6.29,-0.72
P239208,Home,197.85,89.78
P214374,Electronics,850.36,86.68
P249699,Beauty,50.95,9.65
P227764,Sports,49.83,8.8
P203923,Home,79.48,34.62
P216847,Fashion,44.14,23.88
P221566,Fashion,74.03,19.09
P234815,Home,182.81,45.29
P231995,Toys,3.71,-1.4
P248303,Fashion,7.01,0.71
P224549,Toys,5.19,-1.34
P231973,Beauty,19.65,4.02
P229252,Toys,5.62,0.35
P205661,Beauty,19.62,3.87
P233303,Sports,25.74,27.77
P214917,Electronics,167.56,12.76
P210486,Sports,210.32,54.96
P228871,Sports,140.98,36.12
P201303,Home,61.22,10.5
P211101,Fashion,18.34,12.6
P234000,Beauty,3.57,2.82
P244142,Toys,26.4,24.33
P204592,Fashion,52.17,58.21
P217480,Sports,37.26,6.02
P245539,Fashion,43.66,11.72
P241644,Fashion,8.89,-0.1
P244092,Beauty,46.13,13.4
P235815,Electronics,489.98,40.86
P202371,Grocery,4.79,-3.67
P247360,Grocery,6.41,-3.57
P249076,Beauty,22.44,3.09
P202501,Toys,11.95,3.97
P220762,Toys,10.21,0.16
P207570,Sports,107.23,26.57
P208038,Electronics,361.18,35.42
P208937,Fashion,26.45,4.1
P239040,Toys,18.24,7.26
P249430,Electronics,383.22,38.06
P232165,Sports,99.31,16.26
P220899,Grocery,52.58,-2.78
P243489,Fashion,95.01,25.29
P223277,Grocery,12.72,-3.28
P213835,Sports,72.0,16.57
P217590,Home,91.44,44.99
P246737,Electronics,107.52,6.01
P204401,Electronics,256.39,21.28
P216849,Electronics,310.54,78.0
P229827,Electronics,838.26,79.34
P246733,Sports,124.98,65.92
P225539,Home,64.8,12.03
P247036,Home,190.91,202.78
P237342,Fashion,11.96,0.84
P217072,Grocery,14.32,-2.49
P213483,Sports,105.35,71.36
P220598,Electronics,766.23,354.94
P203736,Electronics,95.35,4.77
P203791,Toys,24.13,5.48
P241302,Fashion,15.96,1.2
P235207,Beauty,71.46,24.97
P213732,Home,31.44,2.34
P209677,Toys,18.45,8.93
P228259,Electronics,392.18,37.04
P204061,Toys,13.89,1.05
P214849,Fashion,29.0,3.54
P213135,Electronics,310.36,27.81
P216757,Home,182.82,43.39
P231080,Beauty,3.67,1.38
P214386,Fashion,19.85,2.01
P202410,Toys,23.68,1.12
P211329,Home,555.34,130.2
P213823,Home,21.23,0.38
P243439,Beauty,36.05,10.22
P234604,Sports,94.95,23.1
P200927,Beauty,31.29,8.27
P205273,Electronics,317.78,65.0
P214460,Grocery,5.65,-3.34
P228941,Beauty,4.75,-0.92
P239013,Fashion,32.07,6.12
P235268,Fashion,29.12,5.85
P220970,Electronics,537.82,310.99
P229137,Fashion,57.14,32.16
P201757,Fashion,15.1,3.21
P225275,Home,96.19,40.28
P245232,Grocery,16.76,-2.82
P221983,Home,267.79,62.98
P245348,Grocery,34.72,1.35
P225354,Home,254.53,59.53
P227301,Sports,73.26,14.49
P246543,Home,68.3,12.01
P210140,Fashion,87.81,22.84
P225548,Electronics,239.09,76.27
P245328,Sports,36.22,4.62
P206278,Beauty,32.25,9.08
P236623,Grocery,5.84,-2.41
P223707,Fashion,18.29,-0.3
P249832,Home,66.43,8.5
P237058,Fashion,71.43,14.24
P245464,Sports,47.06,17.5
P229926,Beauty,22.03,1.96
P211263,Fashion,48.44,9.01
P201777,Beauty,12.82,7.71
P205589,Fashion,48.14,11.44
P245698,Beauty,39.85,11.6
P242865,Home,67.38,11.95
P217117,Toys,11.74,2.52
P205869,Electronics,83.08,3.1
P214212,Sports,127.94,25.9
P243014,Electronics,104.89,3.88
P229888,Beauty,44.14,30.36
P211677,Electronics,52.97,0.78
P230108,Sports,224.61,55.98
P217734,Electronics,283.65,57.79
P226263,Home,91.27,17.15
P236064,Beauty,21.04,4.65
P210413,Fashion,195.88,40.91
P222680,Home,67.65,30.15
P234110,Grocery,24.17,-2.14
P203981,Grocery,1.51,-2.9
P249443,Fashion,19.05,2.86
P220193,Home,395.44,100.57
P234037,Beauty,4.52,-1.53
P247018,Electronics,80.4,0.22
P242281,Grocery,1.06,-0.64
P217248,Sports,15.9,-0.3
P227423,Toys,2.16,-0.24
P218165,Toys,13.83,5.85
P237944,Fashion,28.44,5.52
P228155,Grocery,19.29,-3.51
P224559,Electronics,688.69,129.56
P236400,Fashion,48.65,11.62
P213920,Electronics,328.58,148.61
P231314,Beauty,8.46,4.63
P246724,Toys,30.5,37.68
P224209,Home,65.02,11.16
P213333,Grocery,6.65,-1.89
P248176,Home,164.26,35.89
P235194,Beauty,4.88,0.7
P214465,Beauty,35.67,52.36
P227139,Home,189.29,45.23
P212232,Fashion,37.9,7.96
P240068,Sports,21.2,1.57
P225712,Toys,20.62,2.89
P201240,Sports,56.39,6.03
P201596,Fashion,27.8,4.51
P227424,Sports,197.17,93.55
P223463,Home,191.16,46.78
P243010,Fashion,23.09,9.19
P231174,Home,214.34,51.22
P247512,Electronics,600.98,58.06
P224479,Fashion,32.08,5.85
P210721,Beauty,6.26,5.83
P226573,Toys,2.72,-1.36
P240404,Grocery,33.34,-3.4
P217710,Grocery,4.08,-3.64
P247899,Electronics,78.39,2.5
P229842,Electronics,258.99,22.4
P206825,Toys,73.27,19.78
P232211,Electronics,271.68,24.16
P235163,Sports,80.41,17.09
P206219,Sports,253.75,136.0
P248115,Sports,214.4,49.96
P210824,Fashion,31.0,26.94
P248651,Grocery,73.0,-1.15
P200289,Grocery,4.28,-2.52
P213478,Toys,4.24,0.42
P202253,Electronics,267.25,24.1
P222747,Electronics,507.6,46.05
P231074,Electronics,155.05,64.81
P232371,Beauty,33.77,8.84
P236359,Home,338.68,152.54
P213827,Grocery,7.74,-2.53
P201581,Electronics,403.15,37.52
P216250,Sports,156.33,104.66
P248750,Sports,58.6,10.55
P247207,Sports,20.6,1.21
P241287,Toys,13.26,1.05
P234808,Grocery,35.54,-3.82
P210770,Grocery,9.26,-2.25
P210170,Sports,211.15,55.78
P236576,Electronics,561.46,58.05
P243451,Sports,19.63,1.39
P228370,Sports,107.48,56.18
P210896,Toys,2.43,-1.39
P244626,Home,265.59,63.81
P219144,Electronics,933.62,91.88
P248437,Home,261.92,209.58
P220029,Toys,2.46,1.35
P243631,Fashion,42.35,50.06
P216359,Home,44.1,6.28
P235540,Electronics,185.18,15.6
P237869,Sports,106.67,22.63
P245503,Home,176.15,90.5
P229904,Fashion,69.87,16.89
P220766,Electronics,79.14,3.32
P214214,Beauty,12.25,19.68
P205942,Toys,17.62,1.7
P213030,Electronics,143.6,10.39
P229793,Beauty,26.45,18.56
P244543,Sports,105.41,83.98
P216042,Grocery,1.15,-1.52
P215318,Beauty,12.99,6.39
P233744,Grocery,4.42,-2.91
P220700,Toys,11.6,0.62
P218857,Electronics,114.21,5.77
P211443,Beauty,41.78,12.47
P231471,Fashion,45.1,23.49
P238627,Toys,15.46,1.54
P246215,Toys,15.97,10.27
P201957,Toys,26.04,4.27
P230706,Toys,70.57,12.91
P229277,Fashion,42.83,67.47
P205891,Sports,80.09,18.33
P239778,Home,17.0,7.48
P212271,Fashion,104.51,28.05
P241599,Electronics,897.12,96.67
P248413,Toys,11.16,3.93
P204958,Toys,32.11,6.75
P231991,Toys,37.75,8.62
P220675,Electronics,247.2,47.13
P215365,Home,178.73,76.77
P236441,Sports,81.53,10.24
P218941,Fashion,33.6,7.69
P240776,Fashion,149.54,46.34
P209079,Sports,214.65,44.26
P236841,Electronics,570.42,58.77
P203366,Toys,9.47,14.92
P218821,Beauty,29.44,40.2
P237352,Grocery,26.49,-2.55
P215384,Fashion,45.22,8.14
P212356,Toys,8.16,0.76
P235046,Grocery,6.49,-2.55
P248231,Sports,260.32,64.77
P247501,Toys,14.81,0.64
P211735,Electronics,566.03,59.23
P245211,Grocery,13.3,-3.16
P201954,Electronics,855.53,93.39
P215902,Grocery,8.33,-0.93
P203048,Fashion,48.82,9.22
P220879,Electronics,50.43,14.96
P227759,Toys,2.08,-1.71
P237470,Grocery,6.8,-1.39
P213591,Sports,68.69,32.93
P247839,Toys,3.86,-0.06
P210233,Electronics,131.3,36.63
P229487,Grocery,1.02,-2.12
P244154,Fashion,18.32,13.75
P240720,Fashion,16.07,0.06
P241929,Fashion,49.76,10.75
P228441,Sports,57.58,20.15
P235222,Home,30.11,3.74
P224496,Toys,33.66,9.54
P202334,Fashion,32.18,15.24
P249623,Grocery,1.78,-1.05
P219798,Beauty,5.25,-0.36
P215085,Beauty,31.44,9.75
P204921,Toys,49.83,13.28
P214641,Electronics,184.32,14.36
P220191,Home,379.47,98.28
P247958,Electronics,146.56,26.08
P219566,Electronics,111.58,4.99
P207045,Home,115.56,83.26
P209143,Fashion,14.01,0.41
P240197,Electronics,64.21,3.17
P235153,Beauty,3.26,0.03
P241702,Toys,3.77,0.06
P201384,Grocery,21.43,-2.58
P218516,Electronics,576.52,122.73
P233823,Toys,30.84,8.02
P214163,Fashion,19.31,0.93
P216183,Beauty,64.93,50.8
P224162,Beauty,18.22,2.8
P211179,Fashion,94.23,24.66
P214129,Grocery,7.82,-2.05
P222375,Grocery,3.94,-1.56
P233039,Home,613.14,161.14
P238056,Electronics,305.97,23.74
P230934,Beauty,15.91,7.35
P213807,Fashion,90.12,118.27
P217036,Beauty,9.83,0.98
P247484,Electronics,81.73,2.0
P207807,Electronics,1072.32,119.41
P248197,Sports,322.54,279.34
P245329,Grocery,31.82,-2.5
P229035,Electronics,617.54,122.79
P201353,Toys,3.13,0.91
P210128,Fashion,12.33,0.84
P231514,Home,58.23,11.7
P217928,Electronics,1426.79,424.37
P200610,Grocery,42.96,-2.61
P219963,Fashion,40.02,8.96
P218315,Electronics,73.99,1.37
P222025,Electronics,218.71,11.85
P234347,Beauty,94.7,28.64
P223460,Fashion,49.19,61.2
P240966,Grocery,33.28,-1.78
P224411,Fashion,95.05,51.78
P201080,Grocery,9.62,-1.46
P201479,Toys,25.89,3.03
P202959,Sports,131.01,34.63
P203239,Fashion,44.81,9.66
P219255,Fashion,142.05,89.86
P239028,Fashion,20.79,4.76
P206173,Electronics,126.79,4.9
P229285,Home,57.61,9.62
P217060,Home,137.49,68.89
P205527,Beauty,21.89,4.08
P221523,Beauty,10.13,0.37
P210649,Fashion,71.43,90.51
P231999,Electronics,768.61,79.2
P207993,Beauty,41.66,13.81
P238674,Home,127.14,24.69
P224449,Fashion,31.37,4.37
P205022,Grocery,20.97,-1.25
P239726,Electronics,109.51,30.47
P238421,Grocery,7.79,-2.34
P207927,Home,61.88,9.46
P222146,Toys,57.73,15.06
P202886,Grocery,10.49,-2.65
P215970,Electronics,136.54,10.03
P215285,Beauty,68.87,42.74
P229039,Fashion,11.29,13.28
P209029,Home,12.48,-1.9
P227313,Toys,27.6,16.83
P241474,Electronics,135.24,9.4
P203539,Electronics,372.05,32.94
P236822,Fashion,24.62,3.13
P241142,Electronics,858.93,87.51
P235334,Home,34.45,4.31
P207703,Sports,73.28,15.11
P216633,Fashion,91.66,25.75
P212317,Sports,335.75,292.54
P244665,Grocery,4.69,-2.66
P239273,Grocery,17.59,-0.71
P236508,Fashion,8.29,-2.5
P222655,Fashion,47.69,10.36
P207535,Sports,124.46,27.13
P222590,Grocery,8.78,-1.63
P220646,Sports,292.29,164.74
P227657,Fashion,205.23,60.07
P226763,Home,442.4,237.27
P205851,Grocery,9.5,-2.58
P209913,Sports,36.16,4.68
P244566,Beauty,42.95,14.36
P208482,Fashion,67.11,109.35
P233259,Sports,31.51,12.33
P222285,Toys,11.29,1.28
P212581,Electronics,264.04,20.45
P234193,Grocery,10.83,-3.84
P220867,Sports,149.14,37.09
P210973,Electronics,136.83,4.25
P238924,Home,488.86,121.07
P208800,Sports,54.92,41.37
P231562,Sports,40.8,4.46
P208995,Fashion,51.61,11.87
P246005,Beauty,10.82,4.32
P229669,Toys,10.01,0.27
P203042,Toys,16.69,0.68
P240565,Home,358.65,86.61
P230697,Sports,153.71,80.58
P219159,Beauty,20.6,12.95
P210601,Sports,210.2,55.3
P203808,Fashion,35.52,6.88
P241104,Toys,6.94,0.56
P218669,Home,113.68,140.96
P219678,Beauty,5.71,-0.13
P215952,Toys,18.39,2.39
P231066,Beauty,5.11,-0.36
P221773,Fashion,17.62,2.42
P217221,Electronics,157.79,12.38
P247825,Beauty,95.31,35.84
P207358,Electronics,183.35,11.15
P217014,Electronics,874.98,94.92
P229253,Fashion,71.81,66.92
P241437,Home,49.48,5.02
P220601,Sports,237.69,62.52
P213786,Fashion,68.14,15.97
P241355,Home,12.37,-2.31
P222062,Electronics,255.58,51.93
P200187,Toys,17.53,2.19
P225395,Grocery,13.28,-2.37
P239825,Fashion,82.47,17.47
P203665,Electronics,405.27,136.24
P207940,Electronics,334.73,32.69
P241747,Toys,12.66,0.95
P238565,Beauty,11.62,2.34
P246002,Sports,163.43,34.18
P226759,Electronics,102.91,4.7
P247594,Sports,58.8,13.48
P204847,Home,154.0,32.03
P246782,Fashion,122.42,31.11
P210086,Toys,28.89,8.15
P243788,Electronics,219.32,60.11
P227903,Fashion,32.88,16.51
P249614,Home,140.49,27.5
P204697,Fashion,15.5,0.69
P247091,Sports,11.13,1.02
P226880,Fashion,6.93,-1.08
P223155,Beauty,3.0,-2.95
P243223,Home,367.99,93.84
P218689,Home,178.88,39.17
P238822,Electronics,231.24,19.34
P212686,Electronics,406.8,40.19
P202074,Fashion,18.95,2.07
P248601,Beauty,3.97,-1.62
P203238,Electronics,608.76,64.47
P210564,Grocery,7.87,-1.76
P217269,Sports,112.87,60.59
P243619,Beauty,58.32,43.1
P232080,Beauty,39.11,9.88
P240787,Electronics,110.68,4.56
P240814,Home,490.58,401.19
P224011,Fashion,37.54,3.73
P214257,Home,23.52,6.34
P205161,Electronics,442.56,44.14
P246152,Grocery,39.9,-1.81
P221119,Fashion,41.34,20.9
P240751,Fashion,20.94,22.14
P204202,Home,221.65,54.68
P245954,Sports,144.48,35.45
P208528,Fashion,96.6,25.62
P206732,Fashion,27.58,1.85
P229671,Sports,44.71,19.95
P234629,Fashion,13.98,9.66
P200810,Electronics,267.8,23.24
P200718,Sports,23.37,8.39
P245830,Toys,43.79,79.44
P213226,Sports,33.49,3.99
P210983,Grocery,1.66,-0.42
P238768,Fashion,74.72,44.4
P213192,Toys,33.82,6.63
P243061,Sports,97.99,18.08
P237827,Home,19.32,1.86
P208467,Electronics,264.39,23.5
P226080,Fashion,87.97,19.98
P220242,Home,10.84,-0.49
P207897,Home,36.35,4.79
P243706,Beauty,37.57,8.12
P217391,Electronics,580.08,51.94
P202547,Electronics,137.89,22.75
P220530,Toys,3.71,0.5
P227508,Electronics,493.07,44.7
P230252,Home,322.3,171.04
P238396,Home,74.97,13.04
P204121,Fashion,55.26,13.41
P208638,Fashion,63.22,14.48
P222242,Fashion,113.04,32.45
P239157,Toys,16.96,8.46
P241699,Fashion,96.81,24.23
P248500,Beauty,36.73,9.92
P236671,Beauty,17.44,2.69
P239616,Beauty,52.47,17.97
P216147,Home,19.37,2.99
P232905,Home,153.38,32.89
P213866,Grocery,10.27,-2.41
P211403,Grocery,2.03,-1.14
P238227,Fashion,34.52,4.79
P206190,Home,51.43,8.18
P212914,Fashion,9.15,6.22
P212217,Fashion,37.39,37.15
P201095,Toys,44.86,10.43
P228571,Sports,129.17,30.55
P204460,Toys,42.87,11.2
P217881,Electronics,423.69,39.76
P244311,Grocery,55.31,-1.72
P200011,Fashion,7.76,0.66
P230423,Sports,83.77,16.89
P228616,Fashion,25.25,3.21
P220522,Home,135.97,30.13
P236562,Grocery,36.41,-2.76
P205226,Sports,164.5,34.7
P234288,Fashion,64.23,103.8
P201629,Sports,60.27,8.28
P204430,Home,250.38,62.67
P229396,Sports,13.92,1.52
P242387,Toys,28.97,5.18
P242836,Home,74.22,12.22
P232758,Grocery,9.69,-1.88
P224971,Beauty,16.64,0.98
P239608,Electronics,183.42,35.76
P229105,Toys,6.09,1.51
P219417,Beauty,57.06,69.94
P203674,Fashion,26.14,4.9
P210790,Beauty,46.57,13.91
P232004,Sports,22.62,1.42
P219661,Home,510.48,104.87
P200785,Beauty,22.17,14.18
P237198,Electronics,221.47,17.97
P231065,Home,72.06,11.91
P219105,Home,26.67,2.09
P228210,Home,20.3,-1.48
P248275,Fashion,24.03,15.45
P227793,Home,37.59,3.88
P201843,Home,35.06,21.33
P204175,Electronics,295.37,22.74
P219192,Home,275.01,68.73
P210842,Fashion,45.3,10.61
P236731,Electronics,167.55,12.48
P206535,Grocery,2.27,0.18
P235691,Grocery,4.18,-2.29
P244390,Electronics,312.04,29.29
P226679,Beauty,62.64,76.62
P225719,Fashion,28.87,5.98
P214765,Fashion,130.03,37.66
P217066,Grocery,11.41,-0.96
P209219,Toys,5.19,1.37
P218153,Fashion,62.42,26.89
P219876,Electronics,561.65,125.44
P212365,Toys,4.96,-0.76
P231829,Electronics,564.29,170.71
P229810,Sports,231.9,199.73
P245478,Electronics,510.11,47.34
P249040,Grocery,7.38,-2.1
P204015,Sports,77.63,14.75
P236396,Home,105.97,111.08
P200327,Electronics,156.68,8.63
P229924,Electronics,424.67,35.02
P244400,Home,91.17,18.63
P236549,Electronics,652.66,321.7
P237566,Fashion,5.47,-0.49
P223497,Home,53.91,7.58
P208281,Sports,89.83,43.32
P218004,Toys,2.6,-2.75
P238097,Toys,4.69,0.59
P242946,Electronics,167.21,12.87
P245239,Grocery,20.71,-1.89
P226409,Toys,24.07,5.58
P205721,Sports,88.84,19.99
P201307,Electronics,248.34,12.68
P244082,Home,256.84,204.59
P202178,Toys,7.63,-2.66
P206596,Fashion,70.93,12.07
P241337,Grocery,9.81,-1.72
P212854,Electronics,890.2,96.18
P238117,Home,356.02,90.54
P207904,Fashion,94.97,22.89
P201426,Electronics,1474.58,166.21
P227177,Fashion,41.9,7.12
P213195,Fashion,31.67,5.78
P220305,Electronics,362.95,32.82
P231173,Fashion,27.37,3.13
P239407,Beauty,9.16,-0.38
P222084,Fashion,13.24,-1.05
P233747,Fashion,48.89,10.61
P223684,Electronics,54.74,-1.08
P243904,Grocery,33.63,-2.61
P237680,Grocery,3.59,-2.65
P230899,Home,53.93,7.31
P233754,Home,182.83,41.33
P205511,Sports,169.14,42.32
P203597,Fashion,9.15,-1.32
P226194,Fashion,32.34,17.04
P225509,Toys,54.32,15.89
P225533,Sports,88.53,66.8
P228492,Electronics,667.91,156.41
P243349,Toys,6.14,-0.86
P210386,Fashion,94.04,26.35
P234106,Fashion,41.32,9.04
P249371,Toys,15.84,2.28
P204423,Beauty,21.2,5.9
P245226,Sports,34.34,5.97
P245114,Beauty,22.18,3.76
P217220,Home,64.18,45.29
P235573,Toys,3.17,-0.77
P238690,Electronics,1220.15,427.44
P205316,Fashion,7.45,-1.17
P224133,Toys,2.85,-1.51
P200677,Toys,59.07,64.54
P240422,Fashion,32.98,37.0
P217988,Electronics,117.26,2.24
P214102,Sports,27.06,3.3
P240004,Electronics,402.78,87.72
P216625,Electronics,582.92,60.3
P201204,Beauty,32.87,23.71
P217639,Electronics,63.41,2.27
P218774,Fashion,34.85,18.03
P236735,Toys,4.3,-0.46
P237432,Beauty,12.56,2.33
P230270,Home,134.98,30.8
P236375,Grocery,6.81,-3.55
P243948,Electronics,721.41,153.43
P221348,Grocery,32.23,0.86
P216212,Toys,11.44,0.44
P222165,Toys,32.04,28.95
P217423,Home,68.54,50.57
P243208,Fashion,49.36,10.67
P238512,Electronics,261.27,25.84
P204235,Grocery,3.45,-1.73
P223736,Fashion,215.64,67.05
P244188,Sports,55.15,55.23
P210228,Toys,25.94,5.56
P221060,Home,208.41,41.47
P232739,Home,29.24,1.6
P245740,Fashion,29.58,3.56
P206714,Electronics,148.91,11.41
P242100,Electronics,578.43,59.3
P245036,Electronics,127.11,7.8
P205356,Beauty,80.35,27.99
P248670,Sports,178.85,40.06
P234477,Electronics,156.52,10.8
P217035,Grocery,1.09,-1.4
P220997,Sports,31.17,1.49
P231984,Home,344.07,87.54
P208050,Sports,38.59,39.41
P220459,Home,69.16,11.18
P235855,Home,71.31,50.05
P236645,Fashion,39.11,6.56
P226207,Sports,221.07,55.31
P248739,Toys,30.9,6.57
P243930,Sports,119.48,25.21
P215628,Fashion,113.43,147.06
P230210,Home,166.33,39.83
P206815,Electronics,67.86,-0.23
P247524,Home,73.86,74.74
P208877,Fashion,7.61,3.74
P212595,Home,22.64,0.76
P230997,Fashion,108.92,26.99
P233381,Fashion,29.13,14.59
P208807,Fashion,35.35,7.02
P222485,Home,218.97,50.36
P240378,Beauty,18.07,3.75
P231775,Home,65.6,10.04
P246563,Home,164.79,37.18
P213832,Toys,18.74,3.82
P203746,Grocery,5.75,-3.06
P232454,Fashion,99.21,62.86
P218430,Beauty,12.02,2.05
P244442,Fashion,32.37,4.12
P220699,Fashion,153.21,37.58
P240729,Electronics,360.75,35.15
P248997,Grocery,11.36,-2.62
P240902,Fashion,34.05,4.54
P229780,Beauty,21.72,22.11
P201011,Toys,11.09,1.22
P210760,Grocery,15.72,-2.46
P215251,Home,282.51,140.07
P230613,Home,12.15,1.29
P245065,Fashion,13.34,0.41
P241309,Home,40.02,6.16
P218940,Fashion,74.33,45.1
P204738,Electronics,468.85,271.14
P207594,Sports,244.86,64.55
P218796,Electronics,348.09,32.76
P215023,Toys,25.77,7.64
P222245,Toys,65.24,70.18
P200570,Grocery,6.22,-2.31
P201136,Beauty,7.43,0.44
P200950,Electronics,102.68,5.43
P244686,Home,308.75,335.33
P229742,Fashion,39.68,8.24
P208996,Fashion,37.42,41.94
P221873,Home,29.3,1.82
P241718,Home,41.32,16.02
P242298,Grocery,14.62,-3.04
P221625,Electronics,1093.18,114.6
P205634,Electronics,981.55,366.18
P237891,Toys,3.94,-0.32
P206982,Beauty,26.56,39.96
P230052,Fashion,11.97,6.29
P244590,Toys,27.19,7.01
P215747,Sports,16.46,1.14
P244271,Grocery,8.74,-2.36
P249572,Fashion,35.65,7.19
P202751,Beauty,17.48,1.23
P235628,Fashion,16.14,1.43
P229048,Electronics,114.48,7.74
P246442,Beauty,20.74,1.74
P225190,Electronics,230.91,19.76
P204307,Fashion,41.83,21.41
P210467,Toys,39.3,11.11
P248872,Beauty,53.27,16.02
P212052,Fashion,38.52,7.67
P246587,Electronics,612.62,212.62
P236497,Electronics,62.76,1.48
P242105,Beauty,26.39,6.8
P200409,Fashion,17.62,0.8
P223347,Electronics,68.7,8.58
P215281,Toys,43.13,29.44
P241138,Sports,163.41,39.76
P247428,Fashion,14.08,6.94
P230741,Sports,180.76,43.68
P224918,Electronics,67.76,24.68
P212663,Electronics,753.1,75.41
P248419,Fashion,204.84,63.15
P232953,Sports,73.35,13.66
P228032,Fashion,57.25,13.95
P235863,Toys,2.38,-1.55
P229543,Home,189.34,42.84
P201562,Toys,13.22,1.38
P237958,Electronics,228.7,20.19
P239972,Beauty,70.7,25.4
P246306,Fashion,35.36,8.56
P222044,Fashion,119.84,75.11
P231031,Home,33.75,21.11
P229155,Grocery,41.37,-2.95
P202041,Sports,34.47,3.11
P235993,Grocery,8.13,-3.31
P235475,Toys,42.12,8.04
P222575,Fashion,21.52,3.47
P218084,Electronics,230.22,19.07
P229218,Fashion,97.94,58.53
