customer_id,customer_age,customer_gender,region
C14124,50,Male,Central
C17102,53,Male,West
C15401,29,Male,Central
C17306,42,Female,West
C13388,51,Female,South
C17053,65,Male,Central
C16288,33,Male,Central
C17828,19,Female,North
C12103,31,Male,Central
C15321,38,Female,North
C13989,64,Male,West
C10438,34,Male,East
C16823,58,Female,East
C13263,39,Female,East
C12633,35,Male,East
C17853,34,Female,North
C17729,53,Other,East
C12833,25,Male,East
C10800,37,Male,Central
C10874,39,Male,North
C13630,44,Male,North
C16791,44,Female,North
C10437,30,Female,Central
C17340,28,Male,East
C12744,60,Female,North
C11228,43,Other,East
C11131,44,Female,East
C13074,42,Male,South
C17706,51,Female,South
C17054,32,Male,South
C11380,66,Male,East
C12753,39,Male,North
C17565,41,Male,East
C13087,48,Male,East
C11606,62,Female,South
C13329,48,Female,West
C13404,57,Other,South
C17964,26,Female,Central
C12868,18,Female,North
C12648,42,Female,West
C12405,34,Female,North
C17182,57,Female,Central
C13453,45,Female,South
C15095,67,Female,East
C13362,39,Male,West
C11829,19,Male,East
C10165,49,Female,Central
C11099,41,Male,West
C14699,27,Male,West
C15849,58,Male,East
C11603,42,Male,East
C12087,58,Male,West
C11558,38,Male,West
C16648,64,Male,West
C17662,21,Male,West
C15996,60,Male,Central
C14753,44,Male,Central
C14099,46,Male,North
C14061,19,Female,South
C11598,66,Female,West
C10911,34,Female,North
C10901,38,Female,West
C14605,24,Female,West
C13753,33,Female,East
C11926,61,Female,Central
C10152,69,Female,South
C11981,19,Male,North
C12004,24,Other,North
C13376,20,Female,South
C10557,50,Female,West
C14710,48,Female,North
C14353,31,Male,West
C11712,29,Female,West
C13264,30,Female,Central
C15243,50,Female,West
C10300,48,Female,East
C10931,25,Female,West
C17414,62,Female,East
C15252,43,Female,North
C10263,42,Male,East
C13613,19,Female,North
C11172,59,Male,South
C16244,64,Male,Central
C17514,55,Male,North
C17823,19,Male,South
C14676,62,Female,South
C13424,23,Female,West
C11992,20,Female,West
C14448,41,Male,South
C17522,33,Female,Central
C14965,28,Male,South
C17822,18,Female,North
C17845,36,Female,North
C13114,51,Female,North
C17286,18,Male,East
C11386,21,Male,West
C14556,53,Male,Central
C15292,42,Female,North
C12107,33,Male,West
C12048,32,Female,Central
C13123,68,Male,South
C14246,64,Female,East
C11839,33,Male,West
C15556,38,Female,West
C15481,45,Female,West
C12057,52,Female,West
C14934,61,Male,South
C16113,46,Male,North
C15422,63,Female,South
C11054,60,Male,North
C12468,44,Female,West
C13256,27,Female,East
C17406,20,Male,North
C14440,37,Female,East
C10069,21,Female,Central
C15148,67,Male,Central
C12701,61,Male,South
C11430,52,Female,West
C15227,42,Female,East
C10507,59,Female,North
C17373,49,Male,Central
C13163,31,Female,North
C14094,40,Female,East
C17622,34,Male,North
C15709,51,Male,Central
C10056,56,Female,North
C13261,24,Female,Central
C13432,48,Male,South
C14645,56,Male,North
C10990,60,Female,South
C17934,63,Female,West
C10235,54,Female,West
C12325,32,Male,North
C11487,63,Male,South
C15084,24,Female,South
C10696,49,Male,Central
C14689,64,Female,West
C17500,28,Male,Central
C13911,37,Male,South
C11117,48,Female,East
C11094,67,Male,East
C12683,61,Female,North
C10055,19,Female,West
C15854,36,Male,South
C16215,27,Female,Central
C13637,46,Female,East
C10345,55,Female,North
C16279,27,Female,Central
C10365,46,Male,South
C17090,21,Male,East
C16351,52,Female,West
C10495,21,Male,West
C12394,51,Female,South
C13274,27,Female,South
C16418,29,Female,East
C11895,24,Male,Central
C15995,25,Female,South
C13429,57,Male,South
C13890,69,Male,West
C15216,65,Female,South
C11071,41,Female,South
C10367,55,Female,South
C16769,54,Female,North
C17791,52,Female,South
C12288,41,Female,East
C13498,56,Female,East
C11353,33,Female,Central
C11704,19,Female,South
C12783,44,Female,East
C12127,63,Male,South
C16711,51,Female,North
C12122,27,Female,North
C10774,63,Male,South
C12507,58,Male,North
C10014,31,Male,West
C17692,51,Male,West
C13341,50,Male,South
C15630,24,Female,South
C15628,24,Male,Central
C15712,45,Male,West
C14173,43,Female,Central
C14716,47,Male,West
C17997,69,Female,East
C12020,22,Male,West
C11974,47,Male,Central
C14643,25,Male,North
C10009,37,Male,West
C13107,36,Female,Central
C11415,41,Male,West
C14653,30,Female,West
C15742,33,Male,South
C10952,40,Female,West
C16184,25,Female,North
C15103,59,Male,East
C12690,38,Male,West
C15552,27,Male,West
C11260,69,Male,West
C16073,66,Male,South
C12816,64,Male,North
C14782,25,Male,North
C11481,18,Female,South
C12984,61,Male,North
C16599,50,Male,West
C13695,57,Female,Central
C13129,45,Female,South
C12617,28,Female,South
C12968,63,Female,South
C11563,25,Female,Central
C14015,58,Female,South
C15132,47,Other,Central
C16400,59,Male,Central
C14247,38,Female,North
C10045,21,Female,Central
C10704,57,Female,South
C11213,38,Male,Central
C11685,41,Female,East
C15563,58,Female,West
C17675,52,Other,West
C13791,69,Female,Central
C16233,27,Male,South
C11429,49,Male,East
C12957,46,Female,East
C10474,20,Female,East
C12171,38,Male,South
C10341,50,Female,North
C14190,65,Female,Central
C11084,31,Male,South
C15468,60,Male,North
C14060,43,Female,East
C15904,35,Male,Central
C12506,26,Other,South
C12698,49,Female,South
C16636,46,Female,North
C11255,61,Female,Central
C11103,69,Female,South
C15159,54,Male,West
C14457,31,Male,Central
C15883,66,Female,South
C11198,56,Male,North
C16577,19,Male,Central
C10212,43,Female,West
C17868,42,Male,West
C16984,67,Male,West
C13895,30,Male,South
C13082,40,Male,East
C12012,44,Female,North
C11791,65,Male,East
C16094,22,Male,East
C13382,63,Female,South
C17248,61,Male,East
C16300,24,Female,Central
C17222,27,Female,South
C10845,31,Female,South
C16744,42,Female,South
C16715,60,Male,East
C14088,52,Female,North
C16682,21,Male,East
C11618,43,Male,North
C15214,33,Female,North
C15827,44,Male,South
C11052,39,Female,South
C17048,46,Female,South
C17234,25,Female,South
C15981,19,Female,East
C16068,60,Female,Central
C11889,22,Male,West
C10131,38,Female,North
C17673,26,Male,North
C15769,59,Female,South
C11736,30,Male,West
C16273,43,Female,Central
C13180,35,Male,West
C10596,60,Male,North
C12585,48,Male,South
C14553,43,Female,South
C11471,27,Male,West
C12137,58,Male,Central
C10585,61,Female,North
C12193,61,Male,North
C17492,62,Male,Central
C16011,39,Female,East
C12547,24,Male,West
C12725,65,Female,North
C16353,40,Female,South
C10910,67,Female,North
C14453,43,Female,East
C10094,22,Female,South
C11152,42,Male,South
C11261,58,Female,South
C10509,44,Female,East
C16347,29,Female,Central
C16056,29,Male,Central
C13276,18,Female,North
C10958,28,Female,South
C14607,56,Female,East
C10120,65,Female,West
C16953,51,Female,North
C14113,68,Female,North
C17789,63,Male,West
C13831,68,Female,South
C11377,61,Female,West
C12036,35,Male,South
C15298,69,Female,West
C14659,32,Male,Central
C14582,35,Female,West
C13927,28,Female,West
C10315,42,Male,South
C11114,47,Other,West
C14463,35,Female,East
C15376,26,Male,North
C15146,31,Female,Central
C16755,45,Female,Central
C16602,38,Female,East
C15406,37,Female,East
C12620,59,Male,North
C10325,21,Male,South
C16511,54,Male,South
C12587,60,Female,East
C14372,25,Female,West
C13217,32,Male,East
C15845,68,Female,Central
C12530,50,Female,West
C15642,23,Male,South
C16660,69,Male,North
C14450,48,Male,Central
C10568,62,Female,East
C16966,40,Female,South
C14496,23,Female,East
C17463,25,Male,South
C11291,52,Male,North
C10630,52,Female,East
C13818,23,Male,South
C13677,52,Female,South
C13563,26,Male,West
C15019,51,Female,South
C10317,43,Male,West
C10044,21,Male,Central
C14237,39,Male,West
C12481,27,Male,South
C13838,53,Female,Central
C14497,22,Female,East
C10117,38,Male,West
C16923,50,Male,North
C13470,19,Male,South
C15530,69,Male,West
C11347,24,Female,East
C12051,51,Male,North
C15987,29,Female,North
C15975,53,Female,East
C10965,57,Male,South
C16294,45,Male,South
C14567,31,Female,West
C10754,47,Female,North
C12664,56,Female,North
C17093,20,Male,West
C15968,27,Male,South
C11850,29,Male,North
C12130,49,Female,East
C12595,22,Male,North
C12919,61,Female,East
C11490,37,Female,South
C14394,36,Male,East
C13591,26,Male,East
C13058,51,Male,South
C10685,42,Male,South
C15507,35,Male,West
C11447,60,Male,South
C14955,41,Male,North
C13160,18,Female,Central
C11270,28,Male,Central
C12937,64,Female,East
C12539,39,Male,North
C10528,62,Female,East
C14387,63,Female,Central
C14700,35,Male,West
C14492,32,Male,West
C16117,58,Female,West
C12918,27,Male,East
C16615,64,Female,West
C11466,31,Female,Central
C16587,26,Male,East
C15164,62,Female,North
C11639,69,Female,South
C13559,26,Male,North
C10927,63,Female,North
C14867,38,Male,North
C16291,45,Male,South
C14775,65,Female,Central
C13657,24,Female,South
C16451,58,Female,Central
C13288,57,Female,East
C12542,41,Female,Central
C16518,22,Male,South
C12958,61,Female,Central
C12503,55,Male,Central
C13011,47,Male,Central
C10487,62,Female,East
C13430,49,Female,West
C13442,22,Male,East
C13595,24,Female,East
C11696,62,Male,South
C10969,62,Female,South
C14278,45,Female,East
C13474,26,Female,North
C16254,61,Female,East
C12551,46,Female,North
C10621,26,Male,North
C14396,34,Male,South
C16123,64,Female,South
C14587,18,Female,South
C16765,60,Female,East
C16597,64,Female,South
C11534,42,Female,Central
C16228,48,Male,Central
C14344,38,Female,East
C16836,31,Female,Central
C12687,53,Male,North
C12187,18,Female,West
C14334,35,Female,West
C10566,27,Female,North
C13847,48,Female,North
C14948,61,Male,West
C15483,48,Male,East
C12875,29,Male,North
C14686,45,Female,East
C12517,52,Male,West
C17029,61,Male,Central
C10741,34,Male,South
C10713,24,Female,South
C16829,66,Male,North
C12406,32,Male,West
C13286,43,Female,Central
C17585,65,Male,South
C10977,32,Female,North
C12861,63,Female,North
C14690,52,Female,North
C14242,57,Male,Central
C11752,53,Male,South
C17583,25,Male,North
C16167,68,Male,East
C11120,35,Male,South
C16898,33,Male,West
C13950,46,Male,East
C10451,29,Female,West
C11732,47,Male,Central
C15366,28,Other,East
C15697,27,Female,East
C10581,54,Female,North
C16644,37,Male,East
C10730,59,Male,South
C11735,59,Female,East
C14075,54,Female,East
C10417,34,Female,South
C17130,39,Male,South
C17761,64,Male,Central
C12602,61,Male,West
C17377,25,Male,West
C15980,39,Male,West
C11581,67,Male,Central
C13978,48,Female,West
C10357,37,Other,West
C12219,23,Male,West
C17411,19,Female,North
C16754,69,Male,North
C16106,49,Female,North
C11773,43,Female,West
C17226,27,Male,Central
C13080,41,Male,North
C15562,66,Female,Central
C14102,30,Female,East
C16528,56,Female,West
C10702,23,Male,Central
C11109,63,Female,Central
C11303,55,Female,North
C12420,32,Female,West
C12659,44,Male,North
C16017,61,Female,South
C10677,54,Female,East
C11886,41,Male,South
C17367,57,Female,East
C15956,20,Male,West
C12719,19,Female,North
C14924,20,Male,East
C11185,38,Female,West
C16555,48,Female,North
C15570,26,Female,East
C16804,20,Female,East
C12075,29,Female,Central
C12309,59,Female,North
C11522,55,Male,West
C14008,53,Female,South
C15504,51,Male,East
C10701,52,Male,North
C17005,28,Male,North
C11862,53,Male,Central
C10847,69,Female,South
C14847,56,Female,West
C14655,50,Male,South
C17725,30,Male,Central
C10765,28,Male,North
C13993,35,Male,South
C15259,43,Female,West
C11195,49,Male,South
C15099,51,Male,Central
C13792,46,Female,Central
C16621,56,Female,North
C14040,35,Female,South
C13537,62,Male,West
C11108,19,Female,East
C14419,25,Female,North
C17783,45,Male,South
C11091,32,Female,West
C16389,38,Male,East
C17239,33,Male,North
C12802,51,Female,Central
C10475,46,Male,South
C11878,46,Female,Central
C11331,37,Male,North
C16181,55,Female,South
C17204,25,Other,West
C16397,41,Male,East
C14940,48,Male,East
C11181,22,Male,South
C12956,51,Female,North
C13234,54,Male,West
C15150,32,Female,North
C16827,36,Female,Central
C14513,46,Male,South
C10537,61,Male,East
C13050,40,Male,East
C17530,38,Female,Central
C11503,34,Female,West
C15856,22,Female,North
C12838,32,Male,West
C17658,65,Female,East
C15453,34,Female,North
C13891,52,Female,East
C17906,63,Female,East
C15595,63,Male,West
C14010,30,Female,South
C14204,50,Female,West
C16691,60,Female,West
C10299,53,Female,Central
C11024,37,Female,North
C15723,28,Male,North
C14736,29,Female,South
C17835,55,Male,Central
C16014,42,Female,East
C16539,55,Male,South
C12469,25,Male,North
C12589,49,Female,South
C17065,19,Female,Central
C10107,44,Male,South
C17279,31,Male,Central
C11582,40,Female,East
C16560,59,Female,East
C10626,38,Male,South
C13509,42,Female,West
C11179,63,Male,North
C13314,18,Male,West
C12390,63,Female,West
C10385,56,Male,South
C15339,65,Other,North
C12360,43,Male,North
C16138,43,Female,South
C17061,22,Male,North
C14516,53,Female,North
C12074,49,Female,West
C16931,52,Male,North
C15874,61,Female,North
C11081,63,Male,South
C11804,24,Male,North
C16964,33,Female,South
C12512,28,Other,West
C14908,19,Male,West
C10089,37,Male,South
C12673,18,Female,South
C11246,42,Male,West
C17889,47,Male,East
C16956,68,Male,North
C14342,37,Male,North
C14290,42,Female,North
C17066,45,Female,North
C13738,19,Male,North
C16341,29,Female,Central
C12426,65,Male,East
C16339,48,Female,Central
C10577,51,Female,East
C12206,65,Female,North
C12314,31,Male,South
C14977,59,Other,East
C10959,38,Female,South
C14898,43,Male,West
C11626,50,Male,South
C17168,55,Male,South
C13187,64,Female,East
C17994,57,Male,West
C11959,43,Male,West
C11990,40,Male,West
C10418,68,Other,South
C17357,24,Male,East
C11139,45,Female,North
C13816,28,Male,North
C16625,66,Female,Central
C11835,35,Male,South
C11122,34,Male,East
C14764,66,Male,Central
C15411,52,Male,East
C15490,39,Female,South
C16307,25,Male,West
C12300,50,Female,South
C11577,68,Female,East
C11123,29,Female,South
C13788,53,Male,Central
C16746,64,Male,North
C16077,53,Female,East
C14693,22,Male,South
C17537,61,Male,South
C16362,52,Male,South
C13874,35,Female,South
C13265,37,Female,Central
C10426,52,Male,North
C17487,32,Female,East
C14171,60,Female,West
C16909,54,Male,West
C17996,23,Female,South
C17444,52,Female,Central
C17026,46,Female,South
C15716,47,Female,South
C14901,58,Male,West
C12232,64,Male,South
C15493,47,Male,East
C16896,53,Female,South
C10134,18,Female,North
C12238,23,Female,Central
C15446,33,Other,North
C12460,21,Male,East
C17447,57,Male,North
C12336,59,Male,Central
C12671,69,Male,West
C11807,42,Female,East
C12113,20,Female,Central
C16647,31,Female,East
C10026,29,Male,Central
C10403,64,Female,North
C17709,24,Male,West
C14621,66,Female,West
C17175,34,Male,South
C16415,42,Female,East
C15037,43,Female,North
C11199,30,Female,East
C11248,28,Male,Central
C15864,62,Female,North
C14257,55,Male,East
C17807,30,Female,South
C11906,51,Female,West
C10349,47,Male,West
C10785,52,Female,East
C11067,27,Male,North
C11746,51,Female,North
C14561,53,Female,East
C17787,63,Male,North
C10148,60,Male,South
C14983,37,Female,South
C14074,40,Female,North
C17150,62,Male,Central
C12505,49,Male,South
C11576,25,Female,West
C15356,20,Male,West
C13313,32,Male,Central
C11496,55,Male,East
C13868,44,Male,South
C12397,32,Male,Central
C12790,42,Male,West
C17352,25,Male,North
C11183,31,Female,East
C10108,48,Female,North
C13640,66,Female,South
C14022,41,Female,South
C10535,54,Male,Central
C17668,26,Female,North
C15073,23,Female,South
C10943,43,Female,West
C10237,22,Male,West
C15600,34,Female,North
C10150,67,Male,North
C16742,64,Female,Central
C11502,18,Female,West
C11885,38,Male,East
C15983,68,Male,Central
C11945,60,Male,West
C12185,33,Male,North
C10699,35,Female,South
C10331,46,Male,North
C11119,66,Female,South
C10716,53,Male,South
C11608,33,Female,South
C13920,19,Male,South
C10471,41,Male,East
C12787,60,Male,South
C13877,21,Male,Central
C12619,52,Male,South
C11745,58,Male,South
C16100,38,Male,East
C16142,67,Male,East
C10353,21,Male,Central
C10668,35,Male,Central
C17802,34,Female,Central
C10416,36,Female,West
C10169,29,Female,South
C11422,43,Female,West
C11206,63,Male,West
C13995,29,Female,South
C13783,28,Female,North
C15584,57,Female,North
C14899,33,Female,South
C15606,51,Male,Central
C13743,57,Male,North
C10813,30,Female,West
C16267,52,Male,North
C16925,18,Female,West
C14819,25,Female,South
C10177,49,Female,North
C12398,52,Male,South
C10115,25,Male,South
C11832,38,Female,South
C14345,18,Female,North
C17480,60,Female,North
C10631,51,Male,South
C12605,28,Male,East
C11649,34,Female,East
C13673,66,Male,West
C13459,62,Female,East
C15251,42,Female,South
C16580,45,Female,South
C10401,33,Male,West
C15186,68,Female,North
C13728,65,Female,Central
C13626,29,Female,Central
C14420,38,Male,Central
C10225,50,Female,West
C11904,67,Male,West
C12752,57,Male,North
C17878,63,Male,East
C10807,66,Female,East
C16834,24,Male,South
C11734,27,Female,West
C10513,35,Female,Central
C10607,40,Female,North
C10103,30,Female,West
C14388,37,Male,North
C13861,56,Male,East
C14368,33,Male,North
C17836,33,Female,Central
C14067,29,Female,North
C14458,21,Female,South
C11568,58,Female,West
C11908,23,Female,North
C17230,54,Female,South
C11932,35,Male,East
C16947,52,Male,North
C16688,21,Female,West
C12986,41,Female,East
C12266,66,Female,Central
C11197,54,Male,Central
C12081,41,Other,Central
C15717,50,Male,Central
C17136,24,Male,West
C14093,30,Male,East
C15781,68,Female,West
C13999,53,Male,West
C15958,36,Male,West
C10924,51,Male,Central
C11785,65,Male,East
C14381,51,Male,East
C16274,48,Other,Central
C10669,47,Female,Central
C10261,27,Male,East
C13977,30,Female,South
C10634,33,Male,Central
C15990,63,Female,South
C17821,58,Female,East
C10786,36,Female,East
C12281,56,Male,South
C11402,21,Male,West
C17387,50,Other,East
C16944,30,Female,West
C17630,45,Female,North
C12930,58,Female,East
C15566,37,Female,West
C11671,48,Female,West
C14045,62,Female,South
C13194,21,Female,West
C14503,24,Male,South
C13923,68,Male,South
C16545,49,Male,North
C14141,63,Female,South
C15361,64,Female,North
C13434,21,Female,West
C14860,24,Female,South
C15719,36,Male,East
C15056,38,Male,North
C15805,47,Female,North
C12273,69,Male,North
C12600,30,Other,East
C13143,50,Female,South
C11766,31,Female,North
C15185,61,Male,East
C10218,21,Male,Central
C11106,68,Male,South
C15933,40,Female,East
C11065,53,Male,North
C14609,43,Male,East
C13881,69,Female,West
C11975,18,Male,Central
C16041,56,Male,South
C12299,46,Male,Central
C17760,31,Male,West
C15611,64,Female,East
C15740,33,Female,South
C17694,29,Male,East
C12865,67,Female,North
C12510,34,Female,West
C12341,66,Female,North
C17322,33,Male,South
C12450,67,Female,North
C15526,60,Male,East
C15351,22,Male,West
C10091,22,Female,East
C15442,60,Male,West
C16204,53,Female,East
C15732,60,Female,South
C17285,24,Male,East
C14132,36,Female,South
C10339,50,Male,Central
C14401,49,Male,Central
C13679,30,Female,South
C10511,59,Male,Central
C15180,18,Male,South
C17864,65,Male,East
C17899,49,Female,South
C12053,33,Female,South
C11900,26,Female,North
C13130,22,Male,North
C12983,65,Female,Central
C17681,38,Female,North
C13471,50,Male,North
C17930,33,Male,Central
C10829,32,Female,South
C12239,58,Female,Central
C11009,42,Male,West
C11277,55,Male,East
C16305,30,Male,West
C15786,37,Female,South
C16152,19,Male,West
C12548,21,Female,South
C14115,57,Male,South
C10415,40,Male,Central
C10638,35,Male,West
C12584,57,Female,Central
C11258,64,Male,East
C12941,52,Male,North
C16316,39,Female,West
C11272,53,Male,Central
C12263,45,Male,South
C10050,41,Male,South
C10718,34,Female,Central
C12371,61,Female,East
C17497,59,Male,Central
C17216,68,Male,North
C16241,42,Female,Central
C11997,57,Male,East
C14413,55,Female,East
C13943,59,Female,West
C13277,60,Female,South
C13351,26,Male,South
C14289,31,Male,South
C14896,61,Female,South
C15143,42,Male,East
C17148,62,Female,South
C15418,40,Male,Central
C17748,54,Female,North
C10497,48,Female,North
C11436,50,Male,East
C10887,29,Male,South
C13697,36,Male,South
C11719,64,Male,South
C13004,68,Female,East
C16788,46,Male,North
C11836,25,Male,North
C10224,57,Male,East
C13323,50,Male,South
C16543,29,Female,South
C11063,51,Male,South
C11073,19,Female,Central
C16210,47,Female,North
C12911,61,Female,West
C12733,55,Male,North
C12689,60,Female,West
C13319,31,Male,South
C11809,27,Female,North
C13255,45,Female,West
C14330,38,Male,North
C10493,59,Female,West
C11669,40,Male,East
C12579,41,Female,Central
C11723,24,Male,East
C10544,37,Male,Central
C17653,19,Female,Central
C13774,53,Male,North
C16043,69,Female,West
C17186,21,Female,Central
C11874,28,Other,Central
C10473,32,Male,South
C17433,69,Male,South
C16372,50,Other,Central
C15949,59,Male,Central
C15729,64,Male,South
C15087,21,Male,West
C10012,59,Male,Central
C17696,61,Male,North
C11623,29,Female,East
C14969,40,Male,West
C17669,48,Male,South
C17703,26,Other,West
C12019,61,Other,East
C11703,35,Male,West
C16731,60,Male,South
C13947,63,Male,North
C15124,62,Male,North
C12835,59,Female,South
C14321,30,Female,North
C15802,23,Male,North
C12655,40,Other,East
C12244,58,Female,North
C11694,60,Male,South
C15978,38,Female,North
C14252,59,Other,South
C11559,45,Female,East
C10005,26,Male,North
C16733,57,Female,Central
C13555,33,Male,Central
C16846,21,Female,South
C12346,51,Male,South
C13444,64,Female,West
C11664,19,Female,South
C17990,23,Male,West
C11336,62,Female,Central
C12778,48,Male,Central
C13401,68,Female,South
C14719,60,Male,East
C13016,54,Male,Central
C15760,45,Male,Central
C17995,41,Female,West
C11257,68,Male,North
C10035,43,Female,South
C11795,49,Male,West
C15650,50,Female,North
C14695,31,Female,West
C17596,44,Male,South
C14756,43,Female,North
C13951,34,Male,West
C11491,40,Female,North
C13100,22,Female,South
C14996,36,Male,Central
C16336,51,Male,North
C10808,69,Female,North
C14509,19,Female,North
C12907,40,Female,East
C17918,25,Male,East
C14737,59,Male,East
C10684,31,Male,West
C11280,49,Female,Central
C15067,39,Female,West
C15679,42,Female,West
C13090,53,Male,West
C14638,30,Female,North
C15924,20,Female,South
C11151,50,Female,South
C17080,67,Male,North
C16696,66,Female,South
C10469,35,Female,West
C14623,39,Male,South
C17991,29,Male,East
C14116,62,Male,South
C10496,44,Female,South
C15683,59,Male,West
C12152,26,Female,South
C15134,33,Male,West
C13576,50,Other,South
C15065,48,Female,East
C14629,57,Male,Central
C16368,34,Female,North
C17415,53,Male,South
C15341,30,Male,South
C16108,46,Male,North
C11205,20,Male,Central
C17122,53,Male,East
C10441,39,Female,Central
C14283,32,Female,East
C12803,63,Male,East
C15782,55,Female,North
C17663,55,Female,West
C11726,31,Male,North
C11531,19,Female,Central
C10551,35,Male,South
C11777,68,Female,South
C17919,56,Male,North
C15822,22,Female,West
C15979,48,Female,North
C11057,29,Male,East
C14869,20,Male,South
C11659,63,Male,West
C13760,32,Other,Central
C15198,62,Female,East
C16782,60,Other,North
C17607,44,Female,Central
C15474,61,Male,East
C10756,19,Female,Central
C12870,61,Male,Central
C12226,37,Male,Central
C11600,60,Female,West
C14180,52,Male,Central
C12169,27,Female,North
C12681,42,Male,West
C17304,58,Other,Central
C14266,47,Male,South
C10163,65,Female,Central
C11066,52,Female,South
C14933,59,Male,South
C12613,27,Male,East
C11783,62,Female,North
C14271,21,Female,West
C12523,21,Female,South
C10303,63,Female,East
C13199,24,Male,North
C16168,55,Female,Central
C14677,64,Female,West
C14118,19,Female,East
C10006,64,Female,East
C17033,22,Male,South
C13416,43,Male,East
C11888,60,Male,South
C13468,57,Male,South
C14663,61,Female,South
C15960,53,Other,North
C10992,54,Female,South
C11214,45,Female,Central
C17337,29,Female,West
C12495,58,Male,South
C11808,53,Female,East
C13391,53,Female,South
C11118,36,Female,East
C16971,20,Female,East
C14712,56,Male,South
C17600,44,Female,West
C14992,35,Female,East
C14495,65,Female,West
C12455,47,Male,South
C17513,24,Male,South
C15969,37,Male,East
C14233,18,Male,Central
C13966,65,Male,South
C17700,56,Male,North
C12356,31,Male,Central
C13306,56,Male,North
C13863,39,Male,North
C16429,43,Other,Central
C13528,69,Female,Central
C13457,44,Male,East
C15714,56,Male,Central
C11325,46,Female,North
C17797,32,Female,East
C12067,35,Male,East
C12578,20,Female,South
C16861,35,Female,South
C17009,47,Male,West
C10361,55,Other,East
C12443,42,Male,West
C14068,34,Female,South
C15296,50,Male,South
C16064,63,Female,South
C15110,30,Female,East
C16178,31,Male,South
C15284,47,Male,East
C12863,25,Female,East
C15800,29,Male,North
C12824,27,Male,South
C15333,67,Male,North
C12826,32,Male,East
C13365,60,Female,South
C14600,59,Female,Central
C13611,45,Male,East
C12170,62,Female,South
C11148,21,Female,West
C16946,30,Male,East
C13741,68,Male,South
C15077,39,Female,North
C15068,48,Male,West
C11843,58,Male,West
C15178,62,Male,South
C14633,60,Female,South
C10111,33,Female,North
C11011,37,Male,West
C10968,35,Male,Central
C12237,35,Male,West
C10234,31,Male,East
C12635,65,Female,East
C12502,19,Male,West
C13334,30,Male,South
C13419,56,Female,Central
C14885,38,Male,North
C10570,68,Female,North
C10971,30,Male,North
C11475,43,Female,North
C11400,47,Male,East
C15545,36,Male,North
C13195,25,Other,North
C12385,41,Female,South
C17611,64,Female,Central
C10200,52,Male,Central
C12160,18,Male,South
C15514,35,Female,East
C15540,26,Female,North
C12118,44,Female,Central
C10208,60,Male,East
C16370,51,Female,West
C17952,35,Female,South
C15881,41,Female,North
C11841,49,Female,North
C10090,55,Female,North
C16631,22,Male,South
C15631,67,Female,Central
C16394,64,Female,Central
C13865,49,Female,North
C16416,66,Female,Central
C13922,65,Female,West
C15687,42,Male,North
C11287,21,Female,West
C17556,31,Male,Central
C10240,54,Male,South
C15433,43,Male,North
C11756,24,Female,South
C17819,35,Male,Central
C10841,29,Male,Central
C12493,33,Male,West
C17624,60,Female,North
C10001,24,Female,North
C11217,29,Other,East
C10279,68,Male,East
C17416,57,Female,North
C17958,43,Male,East
C15391,67,Female,West
C17209,24,Female,East
C13651,40,Female,South
C16663,31,Male,South
C14186,44,Female,North
C12889,19,Female,North
C15809,28,Female,West
C13331,53,Other,West
C10594,31,Male,East
C17518,30,Male,East
C12670,63,Female,North
C11739,32,Female,South
C12798,40,Female,West
C12328,18,Male,West
C13349,61,Female,South
C17407,37,Male,South
C11371,27,Female,South
C11088,43,Male,Central
C10021,48,Male,West
C16324,46,Female,North
C14407,42,Female,East
C15162,27,Female,South
C16249,40,Male,Central
C17573,48,Female,South
C13007,59,Male,North
C11026,25,Male,West
C14055,20,Male,Central
C12258,47,Female,Central
C11482,45,Male,South
C17903,69,Male,Central
C11014,29,Female,East
C17395,55,Female,East
C15817,54,Female,West
C11873,65,Female,North
C17018,69,Female,North
C13605,53,Male,Central
C16489,26,Male,East
C11978,63,Male,West
C12564,18,Female,South
C10478,47,Female,Central
C12005,40,Male,East
C10776,24,Male,North
C16423,22,Female,West
C10714,41,Male,Central
C16155,67,Other,West
C17461,27,Male,North
C13228,34,Male,West
C16699,19,Male,East
C15853,31,Female,East
C12975,42,Male,Central
C17711,53,Female,West
C10062,33,Female,Central
C11012,57,Male,East
C12377,34,Male,East
C15589,26,Female,East
C12191,69,Male,Central
C15449,53,Male,East
C14083,49,Male,South
C14313,21,Female,North
C12855,60,Female,East
C17330,18,Male,Central
C15976,41,Female,Central
C10788,36,Male,North
C10459,25,Male,North
C14161,33,Male,North
C17614,59,Male,North
C12749,54,Female,East
C15811,26,Female,Central
C13113,55,Male,Central
C17040,44,Female,Central
C10805,54,Female,North
C15510,22,Other,North
C10015,52,Female,South
C17766,36,Female,Central
C12952,54,Female,West
C17196,50,Male,West
C16910,29,Female,North
C13473,31,Female,North
C17693,19,Female,West
C12204,28,Male,West
C16194,41,Female,North
C10435,56,Female,South
C12135,23,Male,West
C15424,21,Female,East
C16734,60,Female,West
C17225,55,Female,South
C16005,59,Male,South
C10429,40,Female,Central
C12114,47,Male,South
C16082,44,Male,North
C15758,63,Female,Central
C14467,40,Other,North
C12529,49,Female,West
C10230,52,Female,Central
C10472,60,Male,South
C11555,54,Male,South
C10369,58,Male,South
C14914,42,Female,North
C14456,48,Female,West
